cluster_id,type,entity,category,group,representative_query,representative_query_masked,representative_expected_answer,representative_note,cluster_size,member_queries,member_expected_answers,member_notes,threshold_used,masking_profile,block_key
28,IoT,Chiller,Data Query,retrospective,Download the metadata for Chiller 3 at the MAIN facility.,download the metadata for chiller 3 at the main facility.,"The expected response should be the metadata for asset 'Chiller 3' as the MAIN site.  The metadata may be in the return value, or the may be returned as a reference to a file containing the metadata",Source: IoT data operations; Deterministic query with single correct answer; Category: Data Query,1,['Download the metadata for Chiller 3 at the MAIN facility.'],"[""The expected response should be the metadata for asset 'Chiller 3' as the MAIN site.  The metadata may be in the return value, or the may be returned as a reference to a file containing the metadata""]",['Source: IoT data operations; Deterministic query with single correct answer; Category: Data Query'],0.82,refined_keep_numeric_mask_dates_ids,"('IoT', 'Chiller', 'Data Query')"
29,IoT,Chiller,Data Query,retrospective,Download sensor data for Chiller 6's Tonnage from the last week of 2020 at the MAIN site,download sensor data for chiller 6's tonnage from the last week of 2020 at the <site> site,The expected response should be the tonnage data for last week of 2020 for 'Chiller 6' at the MAIN site. The response should be a reference to a file containing the list of tonnage values,Source: IoT data operations; Deterministic query with single correct answer; Category: Data Query,1,"[""Download sensor data for Chiller 6's Tonnage from the last week of 2020 at the MAIN site""]","[""The expected response should be the tonnage data for last week of 2020 for 'Chiller 6' at the MAIN site. The response should be a reference to a file containing the list of tonnage values""]",['Source: IoT data operations; Deterministic query with single correct answer; Category: Data Query'],0.82,refined_keep_numeric_mask_dates_ids,"('IoT', 'Chiller', 'Data Query')"
30,IoT,Chiller,Data Query,retrospective,Retrieve sensor data for Chiller 6's % Loaded from June 2020 at MAIN.,retrieve sensor data for chiller 6's % loaded from june 2020 at main.,"The expected response should be the % Loaded measurements for the asset 'Chiller 6' at the MAIN site. It should include all recorded values for June 1, 2020 througb June 30, 2020 inclusive. The response should be a reference to a file containing the % Loaded data",Source: IoT data operations; Deterministic query with single correct answer; Category: Data Query,1,"[""Retrieve sensor data for Chiller 6's % Loaded from June 2020 at MAIN.""]","[""The expected response should be the % Loaded measurements for the asset 'Chiller 6' at the MAIN site. It should include all recorded values for June 1, 2020 througb June 30, 2020 inclusive. The response should be a reference to a file containing the % Loaded data""]",['Source: IoT data operations; Deterministic query with single correct answer; Category: Data Query'],0.82,refined_keep_numeric_mask_dates_ids,"('IoT', 'Chiller', 'Data Query')"
31,IoT,Chiller,Data Query,retrospective,Get sensor data for both Chiller 6 and Chiller 9's Tonnage from first week of June 2020 at MAIN in a single file.,get sensor data for both chiller 6 and chiller 9's tonnage from first week of june 2020 at main in a single file.,The expected response should be the Tonnage values for both asset 'Chiller 6' and asset 'Chiller 9' at the MAIN site for last week. The values from both chillers should be merged into a single file. The return value should reference the file containing the merged Tonnage data from both chillers,Source: IoT data operations; Deterministic query with single correct answer; Category: Data Query,1,"[""Get sensor data for both Chiller 6 and Chiller 9's Tonnage from first week of June 2020 at MAIN in a single file.""]","[""The expected response should be the Tonnage values for both asset 'Chiller 6' and asset 'Chiller 9' at the MAIN site for last week. The values from both chillers should be merged into a single file. The return value should reference the file containing the merged Tonnage data from both chillers""]",['Source: IoT data operations; Deterministic query with single correct answer; Category: Data Query'],0.82,refined_keep_numeric_mask_dates_ids,"('IoT', 'Chiller', 'Data Query')"
32,IoT,Chiller,Data Query,retrospective,Download all sensor data for Chiller 6 from the last week of April '20 at the MAIN site.,download all sensor data for chiller 6 from the last week of april '20 at the <site> site.,The expected response should be data from all sensors for asset 'Chiller 6' at the MAIN site for the past week.  The return value should reference a file containing all the sensor data,Source: IoT data operations; Deterministic query with single correct answer; Category: Data Query,1,"[""Download all sensor data for Chiller 6 from the last week of April '20 at the MAIN site.""]","[""The expected response should be data from all sensors for asset 'Chiller 6' at the MAIN site for the past week.  The return value should reference a file containing all the sensor data""]",['Source: IoT data operations; Deterministic query with single correct answer; Category: Data Query'],0.82,refined_keep_numeric_mask_dates_ids,"('IoT', 'Chiller', 'Data Query')"
33,IoT,Chiller,Data Query,retrospective,Retrieve sensor data for Chiller 6 from June 2020.,retrieve sensor data for chiller 6 from june 2020.,"The expected response should be all sensor data for asset 'Chiller 6' for June 1, 2020 through June 30, 2020, inclusive. The return value should be a reference to a file containing all the sensor data.",Source: IoT data operations; Deterministic query with single correct answer; Category: Data Query,1,['Retrieve sensor data for Chiller 6 from June 2020.'],"[""The expected response should be all sensor data for asset 'Chiller 6' for June 1, 2020 through June 30, 2020, inclusive. The return value should be a reference to a file containing all the sensor data.""]",['Source: IoT data operations; Deterministic query with single correct answer; Category: Data Query'],0.82,refined_keep_numeric_mask_dates_ids,"('IoT', 'Chiller', 'Data Query')"
34,IoT,Chiller,Knowledge Query,retrospective,retrieve the supply temperature data recorded last week for Chiller 3 (MAIN site)?,retrieve the supply temperature data recorded last week for chiller 3 (main site)?,The expected response should be the supply temperature for asset Chiller 3 for the site MAIN for last week.  The returned value should be a reference to a file listing the supply temperatures.,Source: IoT data operations; Deterministic query with single correct answer; Category: Knowledge Query,1,['retrieve the supply temperature data recorded last week for Chiller 3 (MAIN site)?'],['The expected response should be the supply temperature for asset Chiller 3 for the site MAIN for last week.  The returned value should be a reference to a file listing the supply temperatures.'],['Source: IoT data operations; Deterministic query with single correct answer; Category: Knowledge Query'],0.82,refined_keep_numeric_mask_dates_ids,"('IoT', 'Chiller', 'Knowledge Query')"
35,IoT,Chiller,Knowledge Query,retrospective,list all the chillers at site MAIN,list all the chillers at site main,The expected response should be a list of all chiller assets for the site MAIN.  The returned value should be a reference to a file containing the list of chiller assets.,Source: IoT data operations; Deterministic query with single correct answer; Category: Knowledge Query,1,['list all the chillers at site MAIN'],['The expected response should be a list of all chiller assets for the site MAIN.  The returned value should be a reference to a file containing the list of chiller assets.'],['Source: IoT data operations; Deterministic query with single correct answer; Category: Knowledge Query'],0.82,refined_keep_numeric_mask_dates_ids,"('IoT', 'Chiller', 'Knowledge Query')"
36,IoT,Equipment,Knowledge Query,retrospective,Which assets are located at the MAIN facility?,which assets are located at the main facility?,The expected response should be the return value from querying the assets at the MAIN site. The response should be a reference to a file containing the list of assets,Source: IoT data operations; Deterministic query with single correct answer; Category: Knowledge Query,1,['Which assets are located at the MAIN facility?'],['The expected response should be the return value from querying the assets at the MAIN site. The response should be a reference to a file containing the list of assets'],['Source: IoT data operations; Deterministic query with single correct answer; Category: Knowledge Query'],0.82,refined_keep_numeric_mask_dates_ids,"('IoT', 'Equipment', 'Knowledge Query')"
37,IoT,Site,Knowledge Query,retrospective,What IoT sites are available?,what iot sites are available?,"The expected response should be the return value of all sites, either as text or as a reference to a file",Source: IoT data operations; Deterministic query with single correct answer; Category: Knowledge Query,1,['What IoT sites are available?'],"['The expected response should be the return value of all sites, either as text or as a reference to a file']",['Source: IoT data operations; Deterministic query with single correct answer; Category: Knowledge Query'],0.82,refined_keep_numeric_mask_dates_ids,"('IoT', 'Site', 'Knowledge Query')"
38,IoT,Site,Knowledge Query,retrospective,Can you list the IoT sites?,can you list the iot sites?,"The expected response should be the return value of all sites, either as text or as a reference to a file",Source: IoT data operations; Deterministic query with single correct answer; Category: Knowledge Query,1,['Can you list the IoT sites?'],"['The expected response should be the return value of all sites, either as text or as a reference to a file']",['Source: IoT data operations; Deterministic query with single correct answer; Category: Knowledge Query'],0.82,refined_keep_numeric_mask_dates_ids,"('IoT', 'Site', 'Knowledge Query')"
