meta_cluster_id,type,entity,category,group,representative_query,representative_query_masked,representative_expected_answer,representative_note,source_refined_cluster_ids,source_refined_cluster_count,cluster_size,member_queries,member_expected_answers,member_notes,action_signature,param_sensitive,meta_key,merge_profile
24,IoT,AHU,Knowledge Query,retrospective,"what was the supply temperature from CQPA AHU 2B on sept 19, 2020 at quarter to midnight, at site MAIN? return in a file","what was the supply temperature from cqpa ahu 2b on sept 19, 2020 at quarter to midnight, at site main? return in a file","The expected response should be the supply temperature from asset CQPA AHU 2B at 11:45pm on September 19, 2015.  The returned value should be a reference to a file containing the value",Source: IoT data operations; Deterministic query with single correct answer; Category: Knowledge Query,[21],1,1,"['what was the supply temperature from CQPA AHU 2B on sept 19, 2020 at quarter to midnight, at site MAIN? return in a file']","['The expected response should be the supply temperature from asset CQPA AHU 2B at 11:45pm on September 19, 2015.  The returned value should be a reference to a file containing the value']",['Source: IoT data operations; Deterministic query with single correct answer; Category: Knowledge Query'],ASK_LIST,False,"('IoT', 'AHU', 'Knowledge Query', 'retrospective', 'ASK_LIST', 'what was the supply temperature from cqpa ahu 2b on sept 19, 2020 at quarter to midnight, at site <SITE>? return in a file')",aggressive_template_collapse_v1
25,IoT,AHU,Knowledge Query,retrospective,how much power was CQPA AHU 1 (MAIN site) using on 6/14/20?,how much power was cqpa ahu 1 (main site) using on 6/14/20?,"The expected response should be either a list of power consumption values for asset CQPA AHU 1 at the MAIN site on June 14, 2016, or the average power consumption on June 14, 2016. The returned value should either be the average power consumption, or a reference to a file containing the power consumption values for the date June 14, 2016.",Source: IoT data operations; Deterministic query with single correct answer; Category: Knowledge Query,[22],1,1,['how much power was CQPA AHU 1 (MAIN site) using on 6/14/20?'],"['The expected response should be either a list of power consumption values for asset CQPA AHU 1 at the MAIN site on June 14, 2016, or the average power consumption on June 14, 2016. The returned value should either be the average power consumption, or a reference to a file containing the power consumption values for the date June 14, 2016.']",['Source: IoT data operations; Deterministic query with single correct answer; Category: Knowledge Query'],ASK_OTHER,False,"('IoT', 'AHU', 'Knowledge Query', 'retrospective', 'ASK_OTHER', 'how much power was cqpa ahu 1 (main site) using on 6/14/20?')",aggressive_template_collapse_v1
26,IoT,Chiller,Data Query,retrospective,Download all sensor data for Chiller 6 from the last week of April '20 at the MAIN site.,download all sensor data for chiller 6 from the last week of april '20 at the <site> site.,The expected response should be data from all sensors for asset 'Chiller 6' at the MAIN site for the past week.  The return value should reference a file containing all the sensor data,Source: IoT data operations; Deterministic query with single correct answer; Category: Data Query,[32],1,1,"[""Download all sensor data for Chiller 6 from the last week of April '20 at the MAIN site.""]","[""The expected response should be data from all sensors for asset 'Chiller 6' at the MAIN site for the past week.  The return value should reference a file containing all the sensor data""]",['Source: IoT data operations; Deterministic query with single correct answer; Category: Data Query'],ASK_OTHER,False,"('IoT', 'Chiller', 'Data Query', 'retrospective', 'ASK_OTHER', ""download all sensor data for chiller <NUM> from the last week of april '20 at the <site> site."")",aggressive_template_collapse_v1
27,IoT,Chiller,Data Query,retrospective,Download sensor data for Chiller 6's Tonnage from the last week of 2020 at the MAIN site,download sensor data for chiller 6's tonnage from the last week of 2020 at the <site> site,The expected response should be the tonnage data for last week of 2020 for 'Chiller 6' at the MAIN site. The response should be a reference to a file containing the list of tonnage values,Source: IoT data operations; Deterministic query with single correct answer; Category: Data Query,[29],1,1,"[""Download sensor data for Chiller 6's Tonnage from the last week of 2020 at the MAIN site""]","[""The expected response should be the tonnage data for last week of 2020 for 'Chiller 6' at the MAIN site. The response should be a reference to a file containing the list of tonnage values""]",['Source: IoT data operations; Deterministic query with single correct answer; Category: Data Query'],ASK_OTHER,False,"('IoT', 'Chiller', 'Data Query', 'retrospective', 'ASK_OTHER', ""download sensor data for chiller <NUM>'s tonnage from the last week of 2020 at the <site> site"")",aggressive_template_collapse_v1
28,IoT,Chiller,Data Query,retrospective,Download the metadata for Chiller 3 at the MAIN facility.,download the metadata for chiller 3 at the main facility.,"The expected response should be the metadata for asset 'Chiller 3' as the MAIN site.  The metadata may be in the return value, or the may be returned as a reference to a file containing the metadata",Source: IoT data operations; Deterministic query with single correct answer; Category: Data Query,[28],1,1,['Download the metadata for Chiller 3 at the MAIN facility.'],"[""The expected response should be the metadata for asset 'Chiller 3' as the MAIN site.  The metadata may be in the return value, or the may be returned as a reference to a file containing the metadata""]",['Source: IoT data operations; Deterministic query with single correct answer; Category: Data Query'],ASK_OTHER,False,"('IoT', 'Chiller', 'Data Query', 'retrospective', 'ASK_OTHER', 'download the metadata for chiller <NUM> at the main facility.')",aggressive_template_collapse_v1
29,IoT,Chiller,Data Query,retrospective,Get sensor data for both Chiller 6 and Chiller 9's Tonnage from first week of June 2020 at MAIN in a single file.,get sensor data for both chiller 6 and chiller 9's tonnage from first week of june 2020 at main in a single file.,The expected response should be the Tonnage values for both asset 'Chiller 6' and asset 'Chiller 9' at the MAIN site for last week. The values from both chillers should be merged into a single file. The return value should reference the file containing the merged Tonnage data from both chillers,Source: IoT data operations; Deterministic query with single correct answer; Category: Data Query,[31],1,1,"[""Get sensor data for both Chiller 6 and Chiller 9's Tonnage from first week of June 2020 at MAIN in a single file.""]","[""The expected response should be the Tonnage values for both asset 'Chiller 6' and asset 'Chiller 9' at the MAIN site for last week. The values from both chillers should be merged into a single file. The return value should reference the file containing the merged Tonnage data from both chillers""]",['Source: IoT data operations; Deterministic query with single correct answer; Category: Data Query'],ASK_OTHER,False,"('IoT', 'Chiller', 'Data Query', 'retrospective', 'ASK_OTHER', ""get sensor data for both chiller <NUM> and chiller <NUM>'s tonnage from first week of june 2020 at main in a single file."")",aggressive_template_collapse_v1
30,IoT,Chiller,Data Query,retrospective,Get the asset details for Chiller 9 at the MAIN site.,get the asset details for chiller 9 at the <site> site.,"The expected response should be the details for asset 'Chiller 9' at the MAIN site.  The details may be in the return value, or the may be returned as a reference to a file containing the details",Source: IoT data operations; Deterministic query with single correct answer; Category: Data Query,[27],1,1,['Get the asset details for Chiller 9 at the MAIN site.'],"[""The expected response should be the details for asset 'Chiller 9' at the MAIN site.  The details may be in the return value, or the may be returned as a reference to a file containing the details""]",['Source: IoT data operations; Deterministic query with single correct answer; Category: Data Query'],ASK_OTHER,False,"('IoT', 'Chiller', 'Data Query', 'retrospective', 'ASK_OTHER', 'get the asset details for chiller <NUM> at the <site> site.')",aggressive_template_collapse_v1
31,IoT,Chiller,Data Query,retrospective,Retrieve metadata for Chiller 6 located at the MAIN site.,retrieve metadata for chiller 6 located at the <site> site.,"The expected response should be the metadata for asset 'Chiller 6' at the MAIN site.  The metadata may be in the return value, or the may be returned as a reference to a file containing the metadata",Source: IoT data operations; Deterministic query with single correct answer; Category: Data Query,[26],1,1,['Retrieve metadata for Chiller 6 located at the MAIN site.'],"[""The expected response should be the metadata for asset 'Chiller 6' at the MAIN site.  The metadata may be in the return value, or the may be returned as a reference to a file containing the metadata""]",['Source: IoT data operations; Deterministic query with single correct answer; Category: Data Query'],ASK_OTHER,False,"('IoT', 'Chiller', 'Data Query', 'retrospective', 'ASK_OTHER', 'retrieve metadata for chiller <NUM> located at the <site> site.')",aggressive_template_collapse_v1
32,IoT,Chiller,Data Query,retrospective,Retrieve sensor data for Chiller 6 from June 2020.,retrieve sensor data for chiller 6 from june 2020.,"The expected response should be all sensor data for asset 'Chiller 6' for June 1, 2020 through June 30, 2020, inclusive. The return value should be a reference to a file containing all the sensor data.",Source: IoT data operations; Deterministic query with single correct answer; Category: Data Query,[33],1,1,['Retrieve sensor data for Chiller 6 from June 2020.'],"[""The expected response should be all sensor data for asset 'Chiller 6' for June 1, 2020 through June 30, 2020, inclusive. The return value should be a reference to a file containing all the sensor data.""]",['Source: IoT data operations; Deterministic query with single correct answer; Category: Data Query'],ASK_OTHER,False,"('IoT', 'Chiller', 'Data Query', 'retrospective', 'ASK_OTHER', 'retrieve sensor data for chiller <NUM> from june 2020.')",aggressive_template_collapse_v1
33,IoT,Chiller,Data Query,retrospective,Retrieve sensor data for Chiller 6's % Loaded from June 2020 at MAIN.,retrieve sensor data for chiller 6's % loaded from june 2020 at main.,"The expected response should be the % Loaded measurements for the asset 'Chiller 6' at the MAIN site. It should include all recorded values for June 1, 2020 througb June 30, 2020 inclusive. The response should be a reference to a file containing the % Loaded data",Source: IoT data operations; Deterministic query with single correct answer; Category: Data Query,[30],1,1,"[""Retrieve sensor data for Chiller 6's % Loaded from June 2020 at MAIN.""]","[""The expected response should be the % Loaded measurements for the asset 'Chiller 6' at the MAIN site. It should include all recorded values for June 1, 2020 througb June 30, 2020 inclusive. The response should be a reference to a file containing the % Loaded data""]",['Source: IoT data operations; Deterministic query with single correct answer; Category: Data Query'],ASK_OTHER,False,"('IoT', 'Chiller', 'Data Query', 'retrospective', 'ASK_OTHER', ""retrieve sensor data for chiller <NUM>'s % loaded from june 2020 at main."")",aggressive_template_collapse_v1
